a	b	c
1.0003402045	-2.00092068952	4.49197358497
1.00021629788	-2.00182995664	4.50494468324
0.999996745033	-1.99762502537	4.48872398522
1.00009116538	-2.00015361406	4.5019325186
1.00002200655	-2.00378998734	4.51009886152
1.00034586896	-2.00382106062	4.50552972297
0.999221329813	-1.98877935645	4.47230864118
0.999022416971	-1.98937876346	4.47436144894
1.00016297237	-1.99919330901	4.47812027297
0.999328293481	-1.99245620976	4.48284895968
0.99938400335	-1.99329538778	4.48504252143
0.999474506611	-1.99050854188	4.47449883552
1.00007781431	-2.00001228581	4.4983672639
1.00039587765	-2.00286541219	4.50398434304
1.00014980685	-2.00410658668	4.51934523217
0.99890001689	-1.99156071895	4.49200716896
0.999932285589	-1.99626852692	4.48913439785
0.999908927977	-1.99727749163	4.48151806327
1.00026821219	-2.00122675381	4.49731061076
0.999444002054	-1.99457352146	4.49360864095
0.999843655678	-1.99801756264	4.48697210011
0.999642474428	-1.99632950151	4.5009570248
0.999271164167	-1.99346261016	4.48945522693
0.999442559933	-1.9942665637	4.49108146646
1.0002412324	-2.00425247814	4.51232984765
1.000080076	-2.00128737284	4.50592348169
1.00008907238	-2.00037614512	4.4957720616
1.00033540099	-2.00127631992	4.49554873405
1.00126606148	-2.01234280545	4.51013135656
1.00045812592	-2.00396032712	4.49462463481
0.999567343546	-1.99587584163	4.48155055424
0.998624589209	-1.98834442184	4.48368928796
1.00029736328	-2.00400811076	4.50975821028
1.00019155625	-2.00715805647	4.52527250705
0.998819191644	-1.98838029977	4.49506948478
0.999876883866	-1.99742242791	4.49676145072
1.00053396365	-2.00585297117	4.51179441555
1.00016087539	-2.0002435857	4.50297685407
1.00068194576	-2.00559133676	4.51215501606
0.999734173961	-1.99589755042	4.48781642292
1.00025707671	-2.00451218891	4.52280924429
0.999197133957	-1.99094287643	4.48650735322
0.998452688973	-1.98147315664	4.45510744656
1.00052648003	-2.00574850906	4.50655488987
1.00023226292	-2.00581437135	4.52520161699
0.999277324277	-1.99110991637	4.47871120389
0.999669692958	-1.99910433782	4.51029097517
1.00020729626	-2.00334392449	4.50775773807
1.00119357347	-2.01071940201	4.51134044165
0.999422840432	-1.99381782181	4.49195473653
0.999854534941	-1.99855945819	4.49581488824
1.00052327351	-2.00649262498	4.5108714845
0.999690953455	-1.99869206272	4.50576689865
1.0003646442	-1.99893770885	4.47880002223
1.00069471678	-2.00684843397	4.5076355139
1.00078810988	-2.00861165146	4.52132942273
0.999919088621	-1.99457692212	4.47226758215
1.00003764238	-1.9994459948	4.5013552339
1.00061314996	-2.00493941601	4.50475480317
1.0001875555	-2.00201730824	4.50122262274
1.00050541618	-2.00414175815	4.49531645416
0.998984968322	-1.99012814395	4.48582991545
1.00111268837	-2.01020366019	4.51157787656
0.999376634433	-1.99504890014	4.50062682669
0.999861659039	-2.00080215583	4.51080779828
0.99985077826	-1.99927857392	4.50959902284
1.00088373158	-2.00850710092	4.50501689529
1.00182737348	-2.01808743445	4.52746442197
1.00057640928	-2.00721982501	4.51293189407
0.999741436393	-2.00034445537	4.50950768866
0.999509921903	-1.99534233278	4.4930770888
1.00059763293	-2.00897462327	4.52686135176
0.999891518284	-1.99687496313	4.4937006364
1.00141384131	-2.01507578798	4.52818262113
0.999549220773	-1.99450462812	4.47808088225
1.00064360965	-2.0072087502	4.5137274795
0.999908257949	-1.99710169493	4.4798783445
0.999208005989	-1.99226361317	4.47918709479
1.00012000667	-2.00288326499	4.51285320712
0.999138763987	-1.99250111228	4.49453021267
0.999970387629	-2.00226573359	4.50087983308
1.00091601579	-2.00711253633	4.50403867262
1.00019904251	-2.00380958835	4.51362976673
0.999359855418	-1.99156675745	4.47823402584
1.00012921539	-2.00301052746	4.51059646746
0.999889498585	-1.99960484858	4.49938203557
1.00148853167	-2.01452360131	4.52044755322
1.00069879085	-2.00892149168	4.51236530357
1.00065269993	-2.00617833055	4.51166281675
0.999373099271	-1.9927096391	4.48715143833
1.00034437278	-2.00335580627	4.50165649807
0.99944306829	-1.99551146148	4.49985850087
1.00004244475	-1.99942077513	4.49099533546
0.999489012931	-1.99398395099	4.48311229761
0.999827467121	-1.99835106359	4.49402672696
1.00070117312	-2.00822663938	4.51884148962
1.00080871951	-2.01091696522	4.52866817393
0.999317165929	-1.99107315502	4.4691090938
1.0017062252	-2.01638705899	4.53229067885
0.99947955495	-1.99568813023	4.48695481051
1.00133571545	-2.01514769959	4.54459003946
1.00020409538	-2.00070635096	4.49666888114
1.00086101703	-2.0087652875	4.51957106607
0.999600291364	-1.99523499227	4.48614695387
1.00014012191	-2.00177215691	4.51286863771
0.999416986995	-1.99206823027	4.47805173968
0.999542131048	-1.99721604835	4.50352863204
0.999989728923	-2.00213016905	4.51212403648
1.00061809046	-2.00623649894	4.50787081461
1.000188484	-2.00066673357	4.50600450285
1.00004410636	-2.00303070646	4.52006505986
1.00013743598	-2.00250868801	4.51131941763
0.99831120914	-1.98383180238	4.47813433277
1.00068631429	-2.00638635873	4.5075141889
0.999104395418	-1.9904706703	4.4844989804
1.00017507973	-2.00199071618	4.49595864919
1.00142594908	-2.00936518659	4.5014848532
1.00098501819	-2.00838080467	4.50112877383
1.00040548351	-2.00393639587	4.51539644819
0.99926849794	-1.99205940337	4.48503303299
0.999189730533	-1.99432623996	4.50149700491
0.999593165951	-1.99485200579	4.48500973123
1.00042794238	-2.00192887451	4.50250429779
1.00046808052	-2.007296	4.52347331377
1.00048905391	-2.00488681596	4.50999792907
1.00057847579	-2.00621815879	4.51618305947
0.999374763466	-1.99375516145	4.48006180474
1.00126129485	-2.01595172293	4.53329496086
1.00064297439	-2.00699335412	4.51080000017
0.999710901172	-1.99917948775	4.50791137868
0.999199608947	-1.99030709176	4.47729945776
1.0008956954	-2.00748330374	4.51381168656
0.999421301421	-1.99094073178	4.47402621478
0.999620956406	-1.99435019765	4.48264693823
1.000313592	-2.00574243602	4.51865960486
0.99985758732	-2.00046495709	4.51992868165
1.00008335696	-2.00343766517	4.52012437194
1.00112480404	-2.01047815721	4.51270100359
1.00088840621	-2.01039420498	4.51760996
1.00003001609	-1.99977574265	4.49934377723
0.999644419067	-1.99477035246	4.48594567726
1.00053485202	-2.00174836646	4.49303019741
1.00008563825	-2.00063594181	4.49084105919
1.00106514393	-2.0104255926	4.51907004649
1.00016028516	-2.00060581866	4.49100522503
0.998546801357	-1.98312624479	4.47119116458
0.999715883038	-1.99545628041	4.48566362864
0.999401526702	-1.99538619176	4.49682407007
1.00068184625	-2.00838713425	4.52366026531
0.998584623387	-1.98811943104	4.4905209751
1.00045045366	-2.00412227186	4.50656728962
0.999898085342	-2.00052184762	4.51067438463
0.999983019637	-2.00026704656	4.49959697097
0.99962464795	-1.9936297086	4.4808247604
0.999404785052	-1.99412076178	4.4914374868
1.0012089215	-2.01169991396	4.50993452471
0.999849074136	-1.99833279386	4.49722922892
0.999729231627	-2.0027438905	4.53300055504
0.999754497925	-1.99674923283	4.4951932459
0.999661101211	-1.99779064178	4.49878840659
1.00002323449	-2.00124693319	4.50614448512
1.00075811919	-2.01028438117	4.53680394616
1.0016506907	-2.01635312254	4.52548387102
0.999710505737	-1.99426658249	4.48696110821
0.999225159079	-1.99239611153	4.50150670972
0.999458274955	-1.99441651835	4.49455263975
1.00125933488	-2.0153814485	4.5382603451
1.00038207598	-1.99993450599	4.49073206479
0.999858330231	-2.00125440398	4.51185158198
1.00056040332	-2.00453968635	4.50145784234
1.00136458879	-2.01236987968	4.52149543331
0.999660306359	-1.99894066041	4.50885588608
0.999325637913	-1.99889124255	4.50602184757
1.0008377472	-2.01087513744	4.52714992505
0.998718930778	-1.98717819958	4.48869762048
0.999458207247	-1.99132876711	4.46698571278
0.999210713595	-1.99344161585	4.48773124411
0.999759223846	-1.9966247136	4.49549125243
0.999772160004	-1.99723847485	4.49591398596
1.00112431794	-2.01264506056	4.52187836789
1.00039833858	-2.00285228444	4.50063471774
1.00014333196	-2.00043546997	4.49880232347
1.00056202093	-2.00626010195	4.51911989598
1.00000509302	-1.99990290778	4.4961961357
1.00085679683	-2.00778913139	4.51368234292
0.999495939449	-1.99737711087	4.50193695201
0.99980050322	-1.99939592825	4.48678123838
1.00101145968	-2.01204705418	4.51938273201
1.00199493048	-2.02017331345	4.52805971811
0.999729785764	-1.99809514189	4.49767168391
0.99959419045	-1.99504438882	4.4993461982
1.00106507267	-2.01108070868	4.52207325049
0.999666724152	-1.99633872595	4.49305184421
1.0001074116	-2.00233649869	4.50593531326
0.998492946368	-1.98602785261	4.48493841934
1.00066011819	-2.00752525873	4.51033473135
1.00028911703	-2.00328528757	4.50167361707
1.0016992818	-2.01763232668	4.53310238127
0.99922704596	-1.99597398727	4.50890984596
1.00031233439	-2.00039826593	4.49446004544
1.00140003982	-2.01139761061	4.50909290207
1.00032456591	-2.00603077124	4.51472514824
0.999661157653	-1.9970757533	4.50535314651
0.999103608888	-1.99487190754	4.51093281432
1.0005966137	-2.00447737298	4.49248670913
1.00078084519	-2.00517953198	4.49950365364
0.999313020677	-1.9926653322	4.48943029636
1.00014187029	-2.00283554256	4.51241606598
0.999641253597	-1.99871637819	4.50796937639
1.00007900066	-2.00055095857	4.49833235757
0.999753093199	-1.99896855688	4.50467491848
1.00082063309	-2.00487049798	4.49450006504
0.999150818141	-1.99308551634	4.48629892808
1.00041161753	-2.0049794234	4.51231337433
1.00092413949	-2.01061056041	4.52157621888
1.00001720567	-1.99660490414	4.48485566015
0.99920270257	-1.99014734486	4.47362862438
0.99910063609	-1.98808524461	4.47503607862
0.998718710565	-1.98516383005	4.4722344467
0.999885518888	-1.9961262607	4.4779975872
1.00088494665	-2.01200441621	4.5278831815
1.00049406732	-2.00611996172	4.51646320023
0.999455333429	-1.99814495731	4.50567564667
0.99966975462	-1.99689332463	4.49382903726
1.00038217437	-2.00250830333	4.49478193253
0.999662514805	-1.99734604006	4.49462019192
1.00099900196	-2.00996250709	4.5121982096
1.00073116531	-2.00694247576	4.5093600627
1.00007741769	-2.0014059476	4.50383237699
0.999571035329	-1.99370573063	4.48351485948
1.00043204983	-2.00071184764	4.48749136184
1.00031088782	-2.00048966665	4.49779788602
1.00058429988	-2.00653407187	4.515974755
0.999425600874	-1.99197027481	4.47887359522
1.00030695905	-2.00177542566	4.49957640119
0.999324881695	-1.99446337645	4.49681606929
1.00002074707	-2.0002336766	4.4948649279
1.00108292513	-2.01163047158	4.51756130101
1.0015607836	-2.01531710092	4.51999270501
1.00024539342	-2.00082916305	4.49490769811
0.999292815849	-1.99165334575	4.48549824456
1.00018364132	-1.9972229778	4.48779219673
1.00053367967	-2.00403288045	4.5126724143
0.998532658466	-1.98511007314	4.4761278765
0.999993357968	-1.99920329592	4.50594834806
1.00120136407	-2.01300205568	4.53212175278
1.00044564047	-2.00114532509	4.4846746853
0.999985165588	-1.99850244705	4.48122755923
0.99897200613	-1.98710640279	4.46796353351
0.999668899277	-1.99549871774	4.49446948662
0.999360380637	-1.99547455747	4.49866678269
1.00021626115	-2.0019046261	4.50206849658
0.99885728145	-1.99045332332	4.48165218242
0.999090144055	-1.99191447911	4.48977576919
1.00008821917	-1.99773782713	4.47711760912
1.0001857575	-2.00365008021	4.50861373916
1.00122460024	-2.01464218919	4.53844403089
1.00001396048	-2.00047503594	4.50547300161
1.00054838554	-2.00385481481	4.50159245174
1.00043908863	-2.00549444735	4.51758835356
0.998481662023	-1.98409471814	4.47106618106
0.99964772239	-1.99653004188	4.49264416249
1.0007818949	-2.00733768613	4.50882505546
0.999751552767	-1.99676500242	4.50086730233
0.999587114199	-1.99330736221	4.48304541795
1.00076996185	-2.00695490368	4.50938407386
1.00064991905	-2.00650382789	4.51823304819
0.998324304945	-1.98080431453	4.45762852285
1.00048817173	-2.00632276505	4.50960440318
1.00125187997	-2.01567199506	4.54082180864
1.00009379332	-1.99632820311	4.47707910642
0.998991367312	-1.99227532681	4.48922370394
1.00057921195	-2.00545470128	4.51328715973
0.999416525519	-1.99346780688	4.48909549833
0.999379752622	-1.99024586594	4.46999404016
1.00028728881	-2.00434396489	4.51316373712
1.00022563375	-1.99961260488	4.49009108551
0.999395330204	-1.99493201392	4.49196461155
1.00019000183	-1.99927499274	4.4849961007
0.998215490871	-1.98281827129	4.47772565985
1.00075874634	-2.00625527819	4.50558170753
0.99966467244	-1.99785070112	4.50706851744
1.00133573439	-2.01155738149	4.51357755867
1.00012698262	-2.00215323845	4.50837018007
0.999610353181	-1.9982802737	4.49869529435
0.999410698357	-1.99429052669	4.49584441817
1.00056079916	-2.00455155691	4.50107048831
0.999252277276	-1.99192792468	4.48123473679
0.999638679945	-2.00019190676	4.5099253034
1.00061999584	-2.0057536296	4.50996191687
0.999764787403	-1.99863015309	4.50774731446
1.00042343447	-2.00211479094	4.50050867592
1.00035906479	-2.00278957533	4.50887195251
0.998460934664	-1.98738415717	4.48650614933
0.999924476441	-1.99645403418	4.47495870782
1.00151145109	-2.0125536361	4.51901402368
1.00029101663	-2.00480760075	4.51618217979
0.999406983084	-1.99112885817	4.48134102438
0.998919624331	-1.98999872717	4.48862729495
1.00128272895	-2.01584168336	4.53585160296
0.999823855688	-1.99972576779	4.50037261942
1.00053667001	-2.00577859192	4.50982274401
1.00149169521	-2.01498243025	4.52215464938
1.00108306369	-2.01026205501	4.51379894626
0.999535429035	-1.99581523622	4.48642572054
0.999836537498	-1.99811623697	4.50158510664
0.999138753315	-1.99090809544	4.48261001242
0.999011961005	-1.98770734095	4.46987138629
0.999751189106	-1.99846097771	4.49703421053
1.00103206445	-2.01155269546	4.52483992523
0.999768444286	-1.99797418032	4.49972132816
1.00049320762	-2.00519576322	4.49476746789
1.00051845354	-2.00511768281	4.51204422385
0.999849558585	-1.99857509217	4.49660779801
0.999127917569	-1.9922481456	4.48998342381
0.999747428776	-1.99337545164	4.47486096099
1.00072195453	-2.00517293069	4.49816639386
1.00026551218	-1.99978400086	4.49422902614
1.00098381407	-2.00980796895	4.51601565726
1.0005928728	-2.00560449197	4.50963451225
1.00083481641	-2.0088563791	4.51548600891
1.00035802545	-2.00306310426	4.52136551734
1.00016448038	-1.99885177549	4.48867131867
0.999988815503	-1.99874740407	4.4905858956
0.999797402233	-1.99639823389	4.4874085129
1.00025913879	-2.00484811829	4.51721181481
0.999720999882	-1.999277993	4.49977542509
1.00016701999	-2.00180758953	4.49473660202
1.0002562027	-2.00446662311	4.51195816646
1.0008015183	-2.01340033652	4.53163066029
0.998951366839	-1.99253165857	4.49813995316
0.999904816627	-1.99811954093	4.49509517784
0.998783399669	-1.98764985783	4.47751671806
0.999558491545	-1.99409173816	4.48794977153
0.999350643323	-1.99488194117	4.49853817686
0.999705501809	-1.99894836462	4.49147871875
0.99946935886	-1.99641449404	4.5023759141
1.00005384889	-2.00240902558	4.51500648373
1.00014743213	-2.00167741481	4.50332069719
0.999977542061	-1.99799513292	4.49307739624
0.999885129045	-2.00074876187	4.50326784231
0.999368827765	-1.99618183063	4.5020732088
1.00001870791	-1.99963991308	4.49178373954
0.999375262745	-2.00007838537	4.51999638543
0.999860193721	-1.99874255918	4.50006500249
1.00094025242	-2.00653705139	4.50070834113
0.999685052818	-1.99604711202	4.49052003747
0.999194280458	-1.99098166029	4.47456799878
1.00028659676	-2.00250648423	4.50297370746
1.00016193362	-2.00147805283	4.49628230295
1.00007378841	-2.00198869118	4.50767283221
0.999743278845	-1.99927633504	4.49456587098
1.00019577635	-2.00190516349	4.50358027883
1.00070098894	-2.00557358176	4.50297734769
1.00045530368	-2.00421753869	4.50527161518
0.999920664623	-1.99735011627	4.48752342821
1.00100880442	-2.01057997429	4.51272758544
0.999944147116	-1.99770680926	4.49345397453
1.00082923173	-2.01167663381	4.53215888638
0.999522604266	-1.99414805754	4.48746340636
1.00060608886	-2.00792673856	4.52092714783
0.999538652227	-1.99330805022	4.48115934887
1.00032130198	-2.00472393747	4.52301313839
1.00030478546	-2.00121962178	4.49898663982
1.00040772879	-2.00387786912	4.50140746368
0.998709807139	-1.98661502307	4.47288086123
0.998888979722	-1.98994197236	4.49483241833
0.999059108341	-1.99222885925	4.50153481392
1.00046869496	-2.00589335284	4.51087997836
0.999468450427	-1.99373335122	4.48361562378
0.999921223366	-2.00099102874	4.51543377248
1.00152732849	-2.01346287056	4.52252518791
1.00033513191	-2.0003630754	4.48444831096
0.999207682847	-1.99274356211	4.48908460553
1.00095071586	-2.00814267666	4.51000831963
1.00003582141	-2.00356336626	4.52143467088
0.999355512997	-1.99308347824	4.47910426886
1.000795506	-2.00595287738	4.49990080105
1.00044746031	-2.00492017994	4.51606104623
1.00044158214	-2.00808754771	4.51964737529
0.999683274054	-1.99806260863	4.49931033886
0.999262403593	-1.98906748925	4.46963282654
1.000221757	-1.99980227488	4.49193590175
0.999426475013	-1.99395968271	4.49017508827
1.0004436992	-2.00513306475	4.51129836567
0.99854993956	-1.9865478419	4.48841631905
1.00051730615	-2.00595358934	4.51097392204
1.00073286747	-2.00443704961	4.49442343075
0.99892225574	-1.98927130616	4.48353372142
0.999367766037	-1.99170823666	4.48160289978
1.00111382869	-2.00943431373	4.51025178208
0.999505693773	-1.99507087295	4.49775181004
1.00026536182	-2.00480460293	4.52082838384
0.999940635617	-2.00080630075	4.50746385981
0.99987798999	-1.99992786348	4.50223567991
1.00000461675	-2.00155312046	4.51690097077
0.998771912283	-1.98962093145	4.4861022882
0.999124463002	-1.99245933039	4.49196098241
1.00020963308	-2.00286544034	4.51541181356
0.999318906421	-1.99291724877	4.48335333555
0.999284975915	-1.99386360466	4.4989863078
0.999798710187	-1.99727011582	4.48987515881
0.999598974263	-1.9973025542	4.50013734911
1.00008262354	-2.00191501856	4.50642894099
0.999434670155	-1.99272128564	4.48499043843
0.999978471351	-2.00361394703	4.51493402075
0.999460170095	-1.99230551221	4.47758114598
1.00018834879	-2.004087478	4.51170412643
1.00056834181	-2.00773783372	4.51823733083
1.00086140278	-2.00754838607	4.51041165975
1.00039151821	-2.00396898387	4.51378237315
0.999483666571	-1.99624992422	4.48647142811
1.0011261088	-2.01335684163	4.52699298931
0.999778155042	-1.99666886291	4.49420967616
1.00086137056	-2.0089889505	4.5223708005
1.0000745076	-1.99695786744	4.48116317143
0.999811072824	-1.99569166357	4.48967791089
1.00052499256	-2.00327439964	4.5016244663
1.00002100746	-1.99856242789	4.49026342746
1.00039954827	-2.00369698868	4.52295579574
0.999813595637	-1.9972113244	4.48148873599
1.00009732981	-2.0046548919	4.50854798682
1.0001260495	-2.00054564415	4.48765708347
1.00009939494	-1.99805887567	4.48384250705
0.999856703457	-1.99855361924	4.5055995563
1.00034974886	-2.00255561333	4.4998826996
1.00087985745	-2.01038417674	4.51370571575
0.999019840198	-1.99159223837	4.48594024275
0.999633576023	-1.99627836026	4.49630663656
0.999961311905	-2.0013008489	4.50227240491
1.00021505961	-1.99927895133	4.49456508303
1.00094264161	-2.0085177289	4.51505455512
